GenusSpecies,Source,habitat,location,commonname,othernames,endemic,AUSnative,USAnative,nonfeed,benthic,surwcol,algphyto,macvascu,detritus,invlvfsh,fshcrcrb,blood,eggs,other,maxtl_cm,matuage,longevity,fecundity,serial,guarder,open substratum spawner,broodhider,livebearers,Pelagophils,euryhaline,Aestivates during drought,mintemp,maxtemp,muck,claysilt,sand,gravel,cobble,boulder,bedrock,vegetat,debrdetr,lwd,pelagic,rivers,sprgsubt,lacustrine,potanadr,slowcurr,modcurr,fastcurr,IUCNstatus,list1,list2,list3,list4,list5,extinct
Notropis atherinoides,http://www.fishtraits.info/,freshwater,North America,emerald shiner,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,13,1,3,8733,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-19.1,27.6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Notropis braytoni,http://www.fishtraits.info/,freshwater,North America,Tamaulipas shiner,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,TRUE,TRUE,LC,TRUE,FALSE,TRUE,FALSE,FALSE,O
Notropis buchanani,http://www.fishtraits.info/,freshwater,North America,ghost shiner,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,6.4,2,3,1000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-2.3,33.6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Notropis calientis,fishbase.se,freshwater,North America,Yellow shiner,,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,CE,TRUE,FALSE,TRUE,TRUE,FALSE,O
Notropis chihuahua,fishbase.se,freshwater,North America,Chihuahua shiner,,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Notropis dorsalis,fishbase,freshwater,North America,Bigmouth shiner,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Notropis formosus,fishbase.se,freshwater,North America,Beautiful shiner,,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Notropis girardi,http://www.fishtraits.info/,freshwater,North America,Arkansas River shiner,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5.7,NA,3,3246,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,-5.3,35.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,VU,TRUE,FALSE,FALSE,FALSE,FALSE,O
Notropis hudsonius,http://www.fishtraits.info/,freshwater,North America,spottail shiner,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,15,1.5,4.5,3709,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Notropis jemezanus,http://www.fishtraits.info/,freshwater,North America,Rio Grande shiner,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7.5,1,2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,TRUE,FALSE,TRUE,FALSE,FALSE,O
Notropis ludibundus,fishbase.se,freshwater,North America,Sand shiner,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,8.2,NA,3,2600,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Notropis orca,http://www.fishtraits.info/,freshwater,North America,phantom shiner,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,6.4,NA,NA,1049,NA,NA,NA,NA,NA,NA,FALSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,EX,TRUE,FALSE,FALSE,FALSE,FALSE,C
Notropis rutilus,FISHBASE.SE,freshwater,North America,Mexican red shiner,,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,DD,NA,NA,NA,NA,NA,O
Notropis saladonis,FISHBASE.SE,freshwater,North America,Salado shiner,,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,EX,NA,NA,NA,NA,NA,D2
Notropis simus,http://www.fishtraits.info/,freshwater,North America,bluntnose shiner,Pecos bluntnose shiner,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,6.3,1,3,2721,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.8,33.2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,EN,TRUE,FALSE,FALSE,FALSE,FALSE,O
Notropis stramineus,http://www.fishtraits.info/,freshwater,North America,sand shiner,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,8.1,1,3,2660,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-11.4,30.1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Notropis xanthicara,FISHBASE.SE,freshwater,North America,Cuatro Cienegas shiner,,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FA,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,EN,TRUE,FALSE,TRUE,FALSE,FALSE,O
Noturus gyrinus,http://www.fishtraits.info/,freshwater,North America,tadpole madtom,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,13,1.5,4,400,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-4.7,32.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Oncorhynchus aguabonita,fishbase,freshwater,North America,Golden trout,,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,7,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,,,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,NE,NA,NA,NA,NA,NA,NA
Oncorhynchus apache,fishbase,freshwater,North America,Apache trout,,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,,,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,NA,TRUE,TRUE,NA,CE,NA,NA,NA,TRUE,TRUE,NA
Oncorhynchus clarkii,,anadromous,East Pacific,cutthroat trout,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,99,3,5,2700,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-5.7,29,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NE,FALSE,FALSE,FALSE,FALSE,FALSE,O
Oncorhynchus clarkii henshawi,,anadromous,East Pacific,cutthroat trout,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,99,3,5,2700,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-5.7,29,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NE,FALSE,FALSE,FALSE,FALSE,FALSE,O
Oncorhynchus clarkii pleuriticus,,anadromous,East Pacific,cutthroat trout,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,99,3,5,2700,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-5.7,29,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NE,FALSE,FALSE,FALSE,FALSE,FALSE,O
Oncorhynchus clarkii utah,http://www.fishtraits.info/,anadromous,East Pacific,cutthroat trout,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,99,3,5,2700,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-5.7,29,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NE,FALSE,FALSE,FALSE,FALSE,FALSE,O
Oncorhynchus gilae,http://www.fishtraits.info/,freshwater,North America,Gila trout,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,55,4,7,686,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-7.5,26.3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,EN,TRUE,FALSE,TRUE,TRUE,TRUE,O
Oncorhynchus gilae apache,,freshwater,North America,Gila trout,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,55,4,7,686,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-7.5,26.3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,CR,TRUE,FALSE,TRUE,TRUE,TRUE,O
Oncorhynchus mykiss,http://www.fishtraits.info/,anadromous,Pacific,rainbow trout,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,120,4,7,27000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,NE,FALSE,FALSE,FALSE,FALSE,FALSE,O
Oncorhynchus mykiss aguabonita,,anadromous,Pacific,rainbow trout,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,120,4,7,27000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,NE,FALSE,FALSE,FALSE,FALSE,FALSE,O
Oncorhynchus mykiss kamloops,,anadromous,Pacific,rainbow trout,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,120,4,7,27000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,NE,FALSE,FALSE,FALSE,FALSE,FALSE,O
Oncorhynchus nerka,http://www.fishtraits.info/,anadromous,Pacific,sockeye salmon,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,84,4,5,4000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Ophisternon gutturale,https://fishesofaustralia.net,freshwater,Australia,Australian swamp eel,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,60,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Orthodon microlepidotus,http://www.fishtraits.info/,freshwater,North America,Sacramento blackfish,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,55,2.5,8,346500,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.3,35.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Osmerus mordax,http://www.fishtraits.info/,freshwater,North America,rainbow smelt,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,35.6,2.5,5,75000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Pantosteus plebeius,fishbase,freshwater,North America,Rio Grande sucker,,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,DD,TRUE,FALSE,FALSE,TRUE,FALSE,O
Perca flavescens,http://www.fishtraits.info/,freshwater,North America,yellow perch,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,50,4,12,100000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Perca fluviatilis,"fishbase, fishes of australia",freshwater,Eurasia,European perch,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60,3,22,"30,000",FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Percalates novemaculeatus,fishbase.de,freshwater,Australia,Australian bass,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,60,NA,22,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NE,NA,NA,NA,NA,NA,O
Percina caprodes,http://www.fishtraits.info/,freshwater,North America,logperch,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,18,1.5,4,3085,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-13.7,28.2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Percina macrolepida,http://www.fishtraits.info/,freshwater,North America,bigscale logperch,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,11,2,4,400,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,35.4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Percina maculata,fishbase,freshwater,North America,Blackside darter,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,1758,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Percopsis omiscomaycus,http://www.fishtraits.info/,freshwater,North America,trout-perch,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,20,1,2.5,1825,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Phenacobius mirabilis,http://www.fishtraits.info/,freshwater,North America,suckermouth minnow,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,12,2,4.5,2000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,-7.6,31.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Phoxinus belimiauensis,fishbase,freshwater,Eurasia,minnow,,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,FALSE,FALSE,FALSE,FALSE,FALSE,O
Phoxinus czekanowskiifresh,"fishbase, IUCN",freshwater,Eurasia,Czekanowski's minnow,,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Pimephales promelas,http://www.fishtraits.info/,freshwater,North America,fathead minnow,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,10,0.5,2,10164,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-16.1,29.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Pimephales vigilax,http://www.fishtraits.info/,freshwater,North America,bullhead minnow,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7,1,5,700,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.6,34.2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Plagopterus argentissimus,http://www.fishtraits.info/,freshwater,North America,woundfin,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,2,4,2500,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-2.8,32.9,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,CR,TRUE,FALSE,TRUE,TRUE,FALSE,O
Platygobio gracilis,"http://www.fishtraits.info/; http://txstate.fishesoftexas.org/platygobio%20gracilis.htm#:~:text=Spawning%20behavior%3A%20Platygobio%20gracilis%20is,flows%20(Platania%20and%20Altenbach%201998%3B",freshwater,North America,flathead chub,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,32,1.5,6,900,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Poecilia formosa,http://www.fishtraits.info/,freshwater,North America,Amazon molly,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,30,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,9.1,35.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Poecilia latipinna,http://www.fishtraits.info/,Marine; freshwater; brackish,North America,sailfin molly,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,15,0.4,2,300,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,7.9,32,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
